id,slug,name,imageUrl,sourceUrl,sourceRevision,creator,license,licenseUrl,attribution,kind,alt,sha256,bytes,width,height,status
catalog-owner-2026-011,san-andres,San Andrés,/catalog/owner-2026/owner-2026-011.webp,https://commons.wikimedia.org/wiki/File:The_Apostle_St._Andrew_LACMA_52.16.jpg,1091629966,Escuela de El Greco,Public domain,https://commons.wikimedia.org/wiki/File:The_Apostle_St._Andrew_LACMA_52.16.jpg#Licensing,Escuela de El Greco; Wikimedia Commons; dominio público (reproducción de pintura antigua).,painting,"Representación pictórica de San Andrés, obra de Escuela de El Greco.",76b506f7490ada2dafc24302ca4b649bd14fece84f31a826526e7c7c9165ea16,274290,918,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-012,santo-tomas,Santo Tomás,/catalog/owner-2026/owner-2026-012.webp,https://commons.wikimedia.org/wiki/File:El_Greco_-_St._Thomas_-_Google_Art_Project.jpg,1225913365,El Greco,Public domain,https://commons.wikimedia.org/wiki/File:El_Greco_-_St._Thomas_-_Google_Art_Project.jpg#Licensing,El Greco; Wikimedia Commons; dominio público (reproducción de pintura antigua).,painting,"Representación pictórica de Santo Tomás, obra de El Greco.",25ad62f5e4a9b5772f3fca015d284461849fb00e4f90637c773ec442118176a4,287638,957,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-013,san-felipe,San Felipe,/catalog/owner-2026/owner-2026-013.webp,https://commons.wikimedia.org/wiki/File:Rubens_apostel_philippus.jpg,1267216664,Peter Paul Rubens,Public domain,https://commons.wikimedia.org/wiki/File:Rubens_apostel_philippus.jpg#Licensing,Peter Paul Rubens; Wikimedia Commons; dominio público (reproducción de pintura antigua).,painting,"Representación pictórica de San Felipe, obra de Peter Paul Rubens.",a92a73f29d8ac794ad03d8dd7c4d2bfe23f91f34c272fd06ff8ac73a108df9ac,167534,919,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-014,san-bartolome,San Bartolomé,/catalog/owner-2026/owner-2026-014.webp,"https://commons.wikimedia.org/wiki/File:El_Greco_-_Saint_Bartholomew,_Seligman.jpg",1225912685,El Greco,Public domain,"https://commons.wikimedia.org/wiki/File:El_Greco_-_Saint_Bartholomew,_Seligman.jpg#Licensing",El Greco; Wikimedia Commons; dominio público (reproducción de pintura antigua).,painting,"Representación pictórica de San Bartolomé, obra de El Greco.",db36f662b0e27e523055084e15af994b768a076e1e507c86ad2c9fd9e255f899,118986,960,1193,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-015,san-simon,San Simón,/catalog/owner-2026/owner-2026-015.webp,https://commons.wikimedia.org/wiki/File:El_Greco_-_St._Simon_-_Google_Art_Project.jpg,970713160,El Greco,Public domain,https://commons.wikimedia.org/wiki/File:El_Greco_-_St._Simon_-_Google_Art_Project.jpg#Licensing,El Greco; Wikimedia Commons; dominio público (reproducción de pintura antigua).,painting,"Representación pictórica de San Simón, obra de El Greco.",e147599844447628730f8f004cf1b2115efcf1f9aaff7b9c9c5133e932be88dc,99736,950,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-016,san-judas-tadeo,San Judas Tadeo,/catalog/owner-2026/owner-2026-016.webp,https://commons.wikimedia.org/wiki/File:Anthony_van_Dyck_-_The_Apostle_Judas_Thaddeus_20455.jpg,1055403249,Anthony van Dyck,Public domain,https://commons.wikimedia.org/wiki/File:Anthony_van_Dyck_-_The_Apostle_Judas_Thaddeus_20455.jpg#Licensing,Anthony van Dyck; Wikimedia Commons; dominio público (reproducción de pintura antigua).,painting,"Representación pictórica de San Judas Tadeo, obra de Anthony van Dyck.",b776f9c207e49b79bdd90391cf29d2257027639e8cd9f0636b7f9d4c452134a1,184582,866,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-017,san-matias,San Matías,/catalog/owner-2026/owner-2026-017.webp,https://commons.wikimedia.org/wiki/File:Rubens_apostle_Matthias_grt.jpg,1267216798,Peter Paul Rubens,Public domain,https://commons.wikimedia.org/wiki/File:Rubens_apostle_Matthias_grt.jpg#Licensing,Peter Paul Rubens; Wikimedia Commons; dominio público (reproducción de pintura antigua).,painting,"Representación pictórica de San Matías, obra de Peter Paul Rubens.",f8b1e7bda59b15ec28cf970233a9da5683f19f861964cb14b6fe8daed4597137,149612,909,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-018,santa-maria-magdalena,Santa María Magdalena,/catalog/owner-2026/owner-2026-018.webp,"https://commons.wikimedia.org/wiki/File:Penitent_Magdalene_(c.1558-63),_by_Titian.jpg",1175293296,Tiziano,Public domain,"https://commons.wikimedia.org/wiki/File:Penitent_Magdalene_(c.1558-63),_by_Titian.jpg#Licensing",Tiziano; Wikimedia Commons; dominio público (reproducción de pintura antigua).,painting,"Representación pictórica de Santa María Magdalena, obra de Tiziano.",c6dd64f5b187dcf36cee6dce3149e68a8c6bc33ee76f8c68b7d19a2cf06de09d,357400,943,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-019,santa-ana,Santa Ana,/catalog/owner-2026/owner-2026-019.webp,https://commons.wikimedia.org/wiki/File:Santa_Ana_y_la_Virgen.jpg,1088732231,Bartolomé Esteban Murillo,Public domain,https://commons.wikimedia.org/wiki/File:Santa_Ana_y_la_Virgen.jpg#Licensing,Bartolomé Esteban Murillo; Wikimedia Commons; dominio público (reproducción de pintura antigua).,painting,"Santa Ana enseñando a la Virgen María niña, representación tradicional de Murillo.",5d553179ae4f885f8c576b5d42d0e4e24bd96c59d9e9f8dccfca1ffc751ca93a,201866,960,1189,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-020,san-joaquin,San Joaquín,/catalog/owner-2026/owner-2026-020.webp,https://commons.wikimedia.org/wiki/File:Lucas_Cranach_d._%C3%84._-_The_Annunciation_to_Joachim_-_WGA05664.jpg,1216317124,Lucas Cranach el Viejo,Public domain,https://commons.wikimedia.org/wiki/File:Lucas_Cranach_d._%C3%84._-_The_Annunciation_to_Joachim_-_WGA05664.jpg#Licensing,Lucas Cranach el Viejo; Wikimedia Commons; dominio público (reproducción de pintura antigua).,painting,"Anuncio del nacimiento de María a San Joaquín, escena de tradición apócrifa pintada por Cranach.",e8afe5002338ef342d1deaa5e5a2138e609851f30c2ec2d3342e5afe0d75ee89,275308,960,1154,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-021,santa-isabel,"Santa Isabel, madre de Juan Bautista",/catalog/owner-2026/owner-2026-021.webp,https://commons.wikimedia.org/wiki/File:Sodoma_-_The_Holy_Family_with_Saint_Elizabeth_and_the_Infant_Saint_John_the_Baptist_-_Walters_37522_-_View_B.jpg,1068254882,Il Sodoma,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Il Sodoma — Sodoma - The Holy Family with Saint Elizabeth and the Infant Saint John the Baptist - Walters 37522 - View B.jpg — Wikimedia Commons, Public domain.",painting,Il Sodoma: Isabel sostiene al pequeño Juan Bautista junto a la Sagrada Familia.,e562acfadb37833de91b9813b3dede74f6bf540ee1d289d73152bcd9cd85d698,223776,960,959,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-022,san-zacarias,"San Zacarías, padre de Juan Bautista",/catalog/owner-2026/owner-2026-022.webp,https://commons.wikimedia.org/wiki/File:The_Birth_and_Naming_of_Saint_John_the_Baptist_MET_231406.jpg,1012021484,Sano di Pietro,CC0,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Sano di Pietro — The Birth and Naming of Saint John the Baptist MET 231406.jpg — Wikimedia Commons, CC0.",painting,"Sano di Pietro: escena del nacimiento y la imposición del nombre de Juan Bautista, con Zacarías.",25d574d3897c680b1af73b79af93db20aea886255347b96bbd18a008c6cab7e4,145622,960,504,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-023,san-miguel-arcangel,San Miguel Arcángel,/catalog/owner-2026/owner-2026-023.webp,https://commons.wikimedia.org/wiki/File:GuidoReni_MichaelDefeatsSatan.jpg,1180327783,Guido Reni,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Guido Reni — GuidoReni MichaelDefeatsSatan.jpg — Wikimedia Commons, Public domain.",painting,Guido Reni: pintura del arcángel Miguel venciendo al adversario.,af6c186a4b140830ad3ec84cb337b954476b2c014e6f5acb150ad15e8eac6dfc,86188,815,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-024,san-gabriel-arcangel,San Gabriel Arcángel,/catalog/owner-2026/owner-2026-024.webp,https://commons.wikimedia.org/wiki/File:Francesco_Caldei_-_Flower_garland_surrounding_the_angel_Gabriel.jpg,1212841436,Francesco Caldei,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Francesco Caldei — Francesco Caldei - Flower garland surrounding the angel Gabriel.jpg — Wikimedia Commons, Public domain.",painting,Francesco Caldei: pintura del ángel Gabriel rodeado por una guirnalda floral.,37a49062761339d9c71adc20851eec20b0293133f9ba31fd4bac28b2485e5cbc,349614,894,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-025,san-rafael-arcangel,San Rafael Arcángel,/catalog/owner-2026/owner-2026-025.webp,https://commons.wikimedia.org/wiki/File:Perugino_archangel_raphael_with_tobias_c_1500.jpg,1039954031,Pietro Perugino,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Pietro Perugino — Perugino archangel raphael with tobias c 1500.jpg — Wikimedia Commons, Public domain.",painting,Pietro Perugino: el arcángel Rafael acompaña a Tobías.,00660be99ca0a385190adf14dc441e0763b2d9c4e12edb82969063d3e5f22e67,123322,584,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-026,san-agustin-de-hipona,San Agustín de Hipona,/catalog/owner-2026/owner-2026-026.webp,https://commons.wikimedia.org/wiki/File:Philippe_de_Champaigne_-_Saint_Augustine_-_LACMA_-_without_frame.jpg,1157035324,Philippe de Champaigne,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Philippe de Champaigne — Philippe de Champaigne - Saint Augustine - LACMA - without frame.jpg — Wikimedia Commons, Public domain.",painting,Philippe de Champaigne: san Agustín de Hipona representado como obispo y escritor.,dcdd97e4ba47dc89a898de7d81225c8553a5c481ba105c6bdc76264d8cae0427,233944,930,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-027,santo-tomas-de-aquino,Santo Tomás de Aquino,/catalog/owner-2026/owner-2026-027.webp,https://commons.wikimedia.org/wiki/File:St-thomas-aquinas.jpg,1045783379,Carlo Crivelli,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Carlo Crivelli — St-thomas-aquinas.jpg — Wikimedia Commons, Public domain.",painting,Carlo Crivelli: pintura de santo Tomás de Aquino con su hábito dominico.,07d3b014cfdeeb849fed1649d104c67d6dc761da8e68db8339281de9576e9ddd,230122,801,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-028,san-jeronimo,San Jerónimo,/catalog/owner-2026/owner-2026-028.webp,https://commons.wikimedia.org/wiki/File:Antonello_da_Messina_-_St_Jerome_in_his_study_-_National_Gallery_London.jpg,1061268577,Antonello da Messina,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Antonello da Messina — Antonello da Messina - St Jerome in his study - National Gallery London.jpg — Wikimedia Commons, Public domain.",painting,"Antonello da Messina: san Jerónimo en su estudio, representación pictórica.",7cd5e0ceb8a028c1f46fd18ae74457e32250420eb9d58b5602c55b0600f739fc,196268,946,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-029,san-ambrosio-de-milan,San Ambrosio de Milán,/catalog/owner-2026/owner-2026-029.webp,https://commons.wikimedia.org/wiki/File:Clevelandart_1969.23.jpg,862088231,Francisco Goya,CC0,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Francisco Goya — Clevelandart 1969.23.jpg — Wikimedia Commons, CC0.",painting,"Francisco de Goya: san Ambrosio, obra conservada por el Cleveland Museum of Art.",1d7220b32c2d783e08e8f384cdc860e4334ff6ac7eefd76351c74e19a3546fa7,95764,708,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-030,san-gregorio-magno,San Gregorio Magno,/catalog/owner-2026/owner-2026-030.webp,"https://commons.wikimedia.org/wiki/File:Francisco_de_Goya_-_Saint_Gregory_the_Great,_Pope_-_Google_Art_Project.jpg",1259969373,Francisco Goya,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Francisco Goya — Francisco de Goya - Saint Gregory the Great, Pope - Google Art Project.jpg — Wikimedia Commons, Public domain.",painting,Francisco de Goya: representación de san Gregorio Magno como papa.,865355c127599cee5ef9de45b041fe7e028f85c7ba087a5e5a8489b8d68cbc86,84842,682,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-031,san-juan-crisostomo,San Juan Crisóstomo,/catalog/owner-2026/owner-2026-031.webp,https://commons.wikimedia.org/wiki/File:John_Chrysostom_(Dionisius).jpg,1127154887,Dionisius,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Dionisius — John Chrysostom (Dionisius).jpg — Wikimedia Commons, Public domain.",painting,Dionisio: icono de san Juan Crisóstomo.,c5460887b04504330316931e688a13d5ca93d49f95fc7ff3fa5a2f607302b3ef,118856,450,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-032,san-atanasio,San Atanasio de Alejandría,/catalog/owner-2026/owner-2026-032.webp,https://commons.wikimedia.org/wiki/File:Saint-Athanasius-of-Alexandria-icon-Sozopol-Bulgaria-17century.jpg,1130214071,Autor desconocido,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Autor desconocido — Saint-Athanasius-of-Alexandria-icon-Sozopol-Bulgaria-17 century.jpg — Wikimedia Commons, Public domain.",painting,"Icono de san Atanasio de Alejandría procedente de Sozopol, Bulgaria, siglo XVII.",4d52f85530e2b3dadee1e9a012c39506a415a1665453f16ad8112b1d3ba6cf8a,441290,862,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-033,san-basilio-el-grande,San Basilio el Grande,/catalog/owner-2026/owner-2026-033.webp,"https://commons.wikimedia.org/wiki/File:Novgorod_School_-_Saint_Basil_the_Great_-_NG.M.01523_-_National_Museum_of_Art,_Architecture_and_Design.jpg",1165416651,Escuela de Nóvgorod,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Escuela de Nóvgorod — Novgorod School - Saint Basil the Great - NG.M.01523 - National Museum of Art, Architecture and Design.jpg — Wikimedia Commons, Public domain.",painting,Escuela de Nóvgorod: icono de san Basilio el Grande.,a5ae17f3f14342dab2e404a96080cf8522623bc1009fa1e5ce95ea8555ef6cfa,140270,396,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-034,san-gregorio-nacianceno,San Gregorio Nacianceno,/catalog/owner-2026/owner-2026-034.webp,"https://commons.wikimedia.org/wiki/File:Gregory_of_Nazianzus_(1420s,_Sergiev_Posad).jpg",1207931655,Workshop of Daniel Chorny and Andrey Rublev,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Workshop of Daniel Chorny and Andrey Rublev — Gregory of Nazianzus (1420 s, Sergiev Posad).jpg — Wikimedia Commons, Public domain.",painting,"Taller de Daniel Chorni y Andréi Rubliov: icono de san Gregorio Nacianceno, década de 1420.",52611835ca9e83bca44653cb211b5d8899462e102e408b8487a3d18fa906b833,126920,464,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-035,san-hilario-de-poitiers,San Hilario de Poitiers,/catalog/owner-2026/owner-2026-035.webp,https://commons.wikimedia.org/wiki/File:Saint_Martin_and_Saint_Hilary_MET_DP349135.jpg,1243581578,anonymous,CC0,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"anonymous — Saint Martin and Saint Hilary MET DP 349135.jpg — Wikimedia Commons, CC0.",illustration,Tejido histórico que representa conjuntamente a san Martín y san Hilario; colección del Metropolitan Museum of Art.,f43b8793c60209d11ed43c815e7858144b8a45e2614ec6792af05b1f5777eba8,156976,960,720,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-036,san-juan-damasceno,San Juan Damasceno,/catalog/owner-2026/owner-2026-036.webp,https://commons.wikimedia.org/wiki/File:Icon_of_Saint_John_of_Damascus_-_Emmanouel_Tzanes.jpg,1203559954,Emmanouel Tzanes,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Emmanouel Tzanes — Icon of Saint John of Damascus - Emmanouel Tzanes.jpg — Wikimedia Commons, Public domain.",painting,Emmanuel Tzanes: icono de san Juan Damasceno.,2c7365e22e8e442157c54fe56f76a335f191483e0102378ed08ccf44f2af5370,156362,533,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-037,san-buenaventura-de-fidanza,San Buenaventura de Fidanza,/catalog/owner-2026/owner-2026-037.webp,https://commons.wikimedia.org/wiki/File:L%27Exposition_du_corps_de_saint_Bonaventure_-_Francisco_de_Zurbar%C3%A1n_-_Mus%C3%A9e_du_Louvre_Peintures_MI_205.jpg,1194883188,Francisco de Zurbarán,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Francisco de Zurbarán — L'Exposition du corps de saint Bonaventure - Francisco de Zurbarán - Musée du Louvre Peintures MI 205.jpg — Wikimedia Commons, Public domain.",painting,"Francisco de Zurbarán: exposición del cuerpo de san Buenaventura, pintura del Museo del Louvre.",9868993978ae9bb33bcb33a33c09078ed03a6bff99ab470c8188a8d77c4099b5,169644,960,1124,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-038,san-alberto-magno,San Alberto Magno,/catalog/owner-2026/owner-2026-038.webp,https://commons.wikimedia.org/wiki/File:Albertus_Magnus_Painting_by_Joos_van_Gent.jpeg,1267226983,Justus van Gent,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Justus van Gent — Albertus Magnus Painting by Joos van Gent.jpeg — Wikimedia Commons, Public domain.",painting,Justo de Gante: representación pictórica de san Alberto Magno.,e9ce46c0fdb1441dbde0ee2583ad28e80c230ec6b70f798588a2233f87b1304a,69184,663,1200,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-039,san-anselmo-de-canterbury,San Anselmo de Canterbury,/catalog/owner-2026/owner-2026-039.webp,https://commons.wikimedia.org/wiki/File:Anselm_of_Canterbury.jpg,1055160065,Autor desconocido; retrato histórico coloreado,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"Autor desconocido; retrato histórico coloreado — Anselm of Canterbury.jpg — Wikimedia Commons, Public domain.",illustration,"Retrato histórico coloreado de san Anselmo de Canterbury, de autor desconocido.",0accd29fe30ee6901a54f15255b28761c6618fcbbd26d17bccb9b0bd68dca4ec,186344,960,1061,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
catalog-owner-2026-040,san-bernardo-de-claraval,San Bernardo de Claraval,/catalog/owner-2026/owner-2026-040.webp,https://commons.wikimedia.org/wiki/File:Saint_Bernard_Philippe_de_Champaigne_(d%27apr%C3%A8s)_Saint_Etienne_du_Mont.jpg,1158483047,François Vincent Latil,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,"François Vincent Latil — Saint Bernard Philippe de Champaigne (d'après) Saint Etienne du Mont.jpg — Wikimedia Commons, Public domain.",painting,"François Vincent Latil, según Philippe de Champaigne: san Bernardo de Claraval.",1d9d56219ecac6a2e7b418cfe0b5bb796b7e81566bc6dd27309432fc26aacd97,125428,960,1193,PASS_SOURCE_REVERIFIED_AND_REMOTE_ANONYMOUS_200_WEBP
